Notes,State,State Code,Year,Year Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
,Texas,48,2011,2011,Alcohol-induced causes,A,1596,25674681,6.2,6.2,0.00%
,Texas,48,2011,2011,All other non-drug and non-alcohol causes,O,164354,25674681,640.1,734.9,0.30%
Total,Texas,48,2011,2011,,,168640,25674681,656.8,751.6,0.40%
,Texas,48,2012,2012,Drug-induced causes,D,2546,26059203,9.8,9.8,0.00%
,Texas,48,2012,2012,Alcohol-induced causes,A,1677,26059203,6.4,6.3,0.00%
,Texas,48,2012,2012,All other non-drug and non-alcohol causes,O,169964,26059203,652.2,737.2,0.40%
Total,Texas,48,2012,2012,,,174187,26059203,668.4,753.3,0.40%
,Texas,48,2013,2013,Drug-induced causes,D,2606,26448193,9.9,9.9,0.00%
,Texas,48,2013,2013,Alcohol-induced causes,A,1769,26448193,6.7,6.5,0.00%
,Texas,48,2013,2013,All other non-drug and non-alcohol causes,O,174808,26448193,660.9,735.2,0.40%
Total,Texas,48,2013,2013,,,179183,26448193,677.5,751.6,0.40%
,Texas,48,2014,2014,Drug-induced causes,D,2727,26956958,10.1,10.1,0.00%
,Texas,48,2014,2014,Alcohol-induced causes,A,1915,26956958,7.1,6.9,0.00%
,Texas,48,2014,2014,All other non-drug and non-alcohol causes,O,179270,26956958,665,728.2,0.40%
Total,Texas,48,2014,2014,,,183912,26956958,682.2,745.3,0.40%
,Texas,48,2015,2015,Drug-induced causes,D,2732,27469114,9.9,9.9,0.00%
,Texas,48,2015,2015,Alcohol-induced causes,A,2073,27469114,7.5,7.3,0.00%
,Texas,48,2015,2015,All other non-drug and non-alcohol causes,O,184849,27469114,672.9,727.7,0.40%
Total,Texas,48,2015,2015,,,189654,27469114,690.4,745,0.40%
,Texas,48,2016,2016,Drug-induced causes,D,2965,27862596,10.6,10.6,0.00%
,Texas,48,2016,2016,Alcohol-induced causes,A,2205,27862596,7.9,7.6,0.00%
,Texas,48,2016,2016,All other non-drug and non-alcohol causes,O,186796,27862596,670.4,712.4,0.40%
Total,Texas,48,2016,2016,,,191966,27862596,689,730.6,0.40%
,Texas,48,2017,2017,Drug-induced causes,D,3120,28304596,11,11,0.00%
,Texas,48,2017,2017,Alcohol-induced causes,A,2325,28304596,8.2,7.9,0.00%
,Texas,48,2017,2017,All other non-drug and non-alcohol causes,O,192661,28304596,680.7,716.8,0.40%
Total,Texas,48,2017,2017,,,198106,28304596,699.9,735.7,0.40%
Total,Texas,48,,,,,3167333,461846329,685.8,795.2,6.60%
,Utah,49,1999,1999,Drug-induced causes,D,212,2203482,9.6,11,0.00%
,Utah,49,1999,1999,Alcohol-induced causes,A,127,2203482,5.8,7.5,0.00%
,Utah,49,1999,1999,All other non-drug and non-alcohol causes,O,11719,2203482,531.8,763.1,0.00%
Total,Utah,49,1999,1999,,,12058,2203482,547.2,781.6,0.00%
,Utah,49,2000,2000,Drug-induced causes,D,224,2233169,10,11.2,0.00%
,Utah,49,2000,2000,Alcohol-induced causes,A,113,2233169,5.1,6.5,0.00%
,Utah,49,2000,2000,All other non-drug and non-alcohol causes,O,12027,2233169,538.6,770.9,0.00%
Total,Utah,49,2000,2000,,,12364,2233169,553.7,788.6,0.00%
,Utah,49,2001,2001,Drug-induced causes,D,216,2283715,9.5,10.9,0.00%
,Utah,49,2001,2001,Alcohol-induced causes,A,115,2283715,5,6.4,0.00%
,Utah,49,2001,2001,All other non-drug and non-alcohol causes,O,12331,2283715,540,767.9,0.00%
Total,Utah,49,2001,2001,,,12662,2283715,554.4,785.2,0.00%
,Utah,49,2002,2002,Drug-induced causes,D,300,2324815,12.9,14.6,0.00%
,Utah,49,2002,2002,Alcohol-induced causes,A,120,2324815,5.2,6.5,0.00%
,Utah,49,2002,2002,All other non-drug and non-alcohol causes,O,12696,2324815,546.1,772.8,0.00%
Total,Utah,49,2002,2002,,,13116,2324815,564.2,794,0.00%
,Utah,49,2003,2003,Drug-induced causes,D,368,2360137,15.6,16.9,0.00%
,Utah,49,2003,2003,Alcohol-induced causes,A,117,2360137,5,6,0.00%
,Utah,49,2003,2003,All other non-drug and non-alcohol causes,O,12927,2360137,547.7,770.7,0.00%
Total,Utah,49,2003,2003,,,13412,2360137,568.3,793.6,0.00%
,Utah,49,2004,2004,Drug-induced causes,D,411,2401580,17.1,19.2,0.00%
,Utah,49,2004,2004,Alcohol-induced causes,A,98,2401580,4.1,5,0.00%
,Utah,49,2004,2004,All other non-drug and non-alcohol causes,O,12822,2401580,533.9,744.5,0.00%
Total,Utah,49,2004,2004,,,13331,2401580,555.1,768.8,0.00%
,Utah,49,2005,2005,Drug-induced causes,D,481,2457719,19.6,21.6,0.00%
,Utah,49,2005,2005,Alcohol-induced causes,A,133,2457719,5.4,6.7,0.00%
,Utah,49,2005,2005,All other non-drug and non-alcohol causes,O,12818,2457719,521.5,721.2,0.00%
Total,Utah,49,2005,2005,,,13432,2457719,546.5,749.4,0.00%
,Utah,49,2006,2006,Drug-induced causes,D,481,2525507,19,21,0.00%
,Utah,49,2006,2006,Alcohol-induced causes,A,144,2525507,5.7,7,0.00%
,Utah,49,2006,2006,All other non-drug and non-alcohol causes,O,13139,2525507,520.3,705.7,0.00%
Total,Utah,49,2006,2006,,,13764,2525507,545,733.7,0.00%
,Utah,49,2007,2007,Drug-induced causes,D,546,2597746,21,23,0.00%
,Utah,49,2007,2007,Alcohol-induced causes,A,144,2597746,5.5,6.5,0.00%
,Utah,49,2007,2007,All other non-drug and non-alcohol causes,O,13453,2597746,517.9,699.9,0.00%
Total,Utah,49,2007,2007,,,14143,2597746,544.4,729.4,0.00%
,Utah,49,2008,2008,Drug-induced causes,D,483,2663029,18.1,19.7,0.00%
,Utah,49,2008,2008,Alcohol-induced causes,A,170,2663029,6.4,7.5,0.00%
,Utah,49,2008,2008,All other non-drug and non-alcohol causes,O,13387,2663029,502.7,676.6,0.00%
Total,Utah,49,2008,2008,,,14040,2663029,527.2,703.8,0.00%
,Utah,49,2009,2009,Drug-induced causes,D,508,2723421,18.7,20.5,0.00%
,Utah,49,2009,2009,Alcohol-induced causes,A,173,2723421,6.4,7.6,0.00%
,Utah,49,2009,2009,All other non-drug and non-alcohol causes,O,13457,2723421,494.1,658.4,0.00%
Total,Utah,49,2009,2009,,,14138,2723421,519.1,686.5,0.00%
,Utah,49,2010,2010,Drug-induced causes,D,457,2763885,16.5,17.9,0.00%
,Utah,49,2010,2010,Alcohol-induced causes,A,182,2763885,6.6,7.7,0.00%
,Utah,49,2010,2010,All other non-drug and non-alcohol causes,O,14137,2763885,511.5,677.5,0.00%
Total,Utah,49,2010,2010,,,14776,2763885,534.6,703.2,0.00%
,Utah,49,2011,2011,Drug-induced causes,D,520,2817222,18.5,20.1,0.00%
,Utah,49,2011,2011,Alcohol-induced causes,A,166,2817222,5.9,6.8,0.00%
,Utah,49,2011,2011,All other non-drug and non-alcohol causes,O,14580,2817222,517.5,672.1,0.00%
Total,Utah,49,2011,2011,,,15266,2817222,541.9,699.1,0.00%
,Utah,49,2012,2012,Drug-induced causes,D,612,2855287,21.4,23.5,0.00%
,Utah,49,2012,2012,Alcohol-induced causes,A,203,2855287,7.1,8.1,0.00%
,Utah,49,2012,2012,All other non-drug and non-alcohol causes,O,14861,2855287,520.5,668.4,0.00%
Total,Utah,49,2012,2012,,,15676,2855287,549,700,0.00%
,Utah,49,2013,2013,Drug-induced causes,D,612,2900872,21.1,22.8,0.00%
,Utah,49,2013,2013,Alcohol-induced causes,A,215,2900872,7.4,8.4,0.00%
,Utah,49,2013,2013,All other non-drug and non-alcohol causes,O,15539,2900872,535.7,679.2,0.00%
Total,Utah,49,2013,2013,,,16366,2900872,564.2,710.4,0.00%
,Utah,49,2014,2014,Drug-induced causes,D,617,2942902,21,23,0.00%
,Utah,49,2014,2014,Alcohol-induced causes,A,238,2942902,8.1,9.1,0.00%
,Utah,49,2014,2014,All other non-drug and non-alcohol causes,O,15864,2942902,539.1,677.6,0.00%
Total,Utah,49,2014,2014,,,16719,2942902,568.1,709.6,0.00%
,Utah,49,2015,2015,Drug-induced causes,D,667,2995919,22.3,24.2,0.00%
,Utah,49,2015,2015,Alcohol-induced causes,A,266,2995919,8.9,9.8,0.00%
,Utah,49,2015,2015,All other non-drug and non-alcohol causes,O,16401,2995919,547.4,678,0.00%
Total,Utah,49,2015,2015,,,17334,2995919,578.6,712.1,0.00%
,Utah,49,2016,2016,Drug-induced causes,D,685,3051217,22.5,24.1,0.00%
,Utah,49,2016,2016,Alcohol-induced causes,A,278,3051217,9.1,9.9,0.00%
,Utah,49,2016,2016,All other non-drug and non-alcohol causes,O,16950,3051217,555.5,680.7,0.00%
Total,Utah,49,2016,2016,,,17913,3051217,587.1,714.7,0.00%
,Utah,49,2017,2017,Drug-induced causes,D,691,3101833,22.3,23.7,0.00%
,Utah,49,2017,2017,Alcohol-induced causes,A,259,3101833,8.3,9.3,0.00%
,Utah,49,2017,2017,All other non-drug and non-alcohol causes,O,17085,3101833,550.8,667.1,0.00%
Total,Utah,49,2017,2017,,,18035,3101833,581.4,700.1,0.00%
Total,Utah,49,,,,,278545,50203457,554.8,729.9,0.60%
,Vermont,50,1999,1999,Drug-induced causes,D,31,604683,5.1,5,0.00%
,Vermont,50,1999,1999,Alcohol-induced causes,A,37,604683,6.1,5.8,0.00%
,Vermont,50,1999,1999,All other non-drug and non-alcohol causes,O,4925,604683,814.5,802.1,0.00%
Total,Vermont,50,1999,1999,,,4993,604683,825.7,812.9,0.00%
,Vermont,50,2000,2000,Drug-induced causes,D,37,608827,6.1,5.9,0.00%
,Vermont,50,2000,2000,Alcohol-induced causes,A,38,608827,6.2,5.9,0.00%
,Vermont,50,2000,2000,All other non-drug and non-alcohol causes,O,5052,608827,829.8,810,0.00%
Total,Vermont,50,2000,2000,,,5127,608827,842.1,821.8,0.00%
,Vermont,50,2001,2001,Drug-induced causes,D,53,612223,8.7,8.6,0.00%
,Vermont,50,2001,2001,Alcohol-induced causes,A,38,612223,6.2,5.9,0.00%
,Vermont,50,2001,2001,All other non-drug and non-alcohol causes,O,5110,612223,834.7,805.2,0.00%
Total,Vermont,50,2001,2001,,,5201,612223,849.5,819.6,0.00%
,Vermont,50,2002,2002,Drug-induced causes,D,54,615442,8.8,8.7,0.00%
,Vermont,50,2002,2002,Alcohol-induced causes,A,68,615442,11,10.1,0.00%
,Vermont,50,2002,2002,All other non-drug and non-alcohol causes,O,4953,615442,804.8,767.9,0.00%
Total,Vermont,50,2002,2002,,,5075,615442,824.6,786.8,0.00%
,Vermont,50,2003,2003,Drug-induced causes,D,73,617858,11.8,11.5,0.00%
,Vermont,50,2003,2003,Alcohol-induced causes,A,61,617858,9.9,9.1,0.00%
,Vermont,50,2003,2003,All other non-drug and non-alcohol causes,O,4986,617858,807,759.1,0.00%
Total,Vermont,50,2003,2003,,,5120,617858,828.7,779.7,0.00%
,Vermont,50,2004,2004,Drug-induced causes,D,52,619920,8.4,8.3,0.00%
,Vermont,50,2004,2004,Alcohol-induced causes,A,58,619920,9.4,8.5,0.00%
,Vermont,50,2004,2004,All other non-drug and non-alcohol causes,O,4885,619920,788,732.5,0.00%
Total,Vermont,50,2004,2004,,,4995,619920,805.7,749.4,0.00%
,Vermont,50,2005,2005,Drug-induced causes,D,55,621215,8.9,8.8,0.00%
,Vermont,50,2005,2005,Alcohol-induced causes,A,53,621215,8.5,7.5,0.00%
,Vermont,50,2005,2005,All other non-drug and non-alcohol causes,O,4958,621215,798.1,735.3,0.00%
Total,Vermont,50,2005,2005,,,5066,621215,815.5,751.6,0.00%
,Vermont,50,2006,2006,Drug-induced causes,D,83,622892,13.3,13.5,0.00%
,Vermont,50,2006,2006,Alcohol-induced causes,A,63,622892,10.1,8.7,0.00%
,Vermont,50,2006,2006,All other non-drug and non-alcohol causes,O,4902,622892,787,705.9,0.00%
Total,Vermont,50,2006,2006,,,5048,622892,810.4,728,0.00%
,Vermont,50,2007,2007,Drug-induced causes,D,68,623481,10.9,11.2,0.00%
,Vermont,50,2007,2007,Alcohol-induced causes,A,63,623481,10.1,8.1,0.00%
,Vermont,50,2007,2007,All other non-drug and non-alcohol causes,O,5048,623481,809.6,713.7,0.00%
Total,Vermont,50,2007,2007,,,5179,623481,830.7,733,0.00%
,Vermont,50,2008,2008,Drug-induced causes,D,76,624151,12.2,11.3,0.00%
,Vermont,50,2008,2008,Alcohol-induced causes,A,62,624151,9.9,8.9,0.00%
,Vermont,50,2008,2008,All other non-drug and non-alcohol causes,O,5073,624151,812.8,702.3,0.00%
Total,Vermont,50,2008,2008,,,5211,624151,834.9,722.5,0.00%
,Vermont,50,2009,2009,Drug-induced causes,D,57,624817,9.1,8.6,0.00%
,Vermont,50,2009,2009,Alcohol-induced causes,A,65,624817,10.4,8.3,0.00%
,Vermont,50,2009,2009,All other non-drug and non-alcohol causes,O,4912,624817,786.2,666.3,0.00%
Total,Vermont,50,2009,2009,,,5034,624817,805.7,683.2,0.00%
,Vermont,50,2010,2010,Drug-induced causes,D,68,625741,10.9,10.3,0.00%
,Vermont,50,2010,2010,Alcohol-induced causes,A,59,625741,9.4,7.9,0.00%
,Vermont,50,2010,2010,All other non-drug and non-alcohol causes,O,5253,625741,839.5,700.5,0.00%
Total,Vermont,50,2010,2010,,,5380,625741,859.8,718.7,0.00%
,Vermont,50,2011,2011,Drug-induced causes,D,87,626431,13.9,13.4,0.00%
,Vermont,50,2011,2011,Alcohol-induced causes,A,87,626431,13.9,11.2,0.00%
,Vermont,50,2011,2011,All other non-drug and non-alcohol causes,O,5259,626431,839.5,686.5,0.00%
Total,Vermont,50,2011,2011,,,5433,626431,867.3,711,0.00%
,Vermont,50,2012,2012,Drug-induced causes,D,81,626011,12.9,12.5,0.00%
,Vermont,50,2012,2012,Alcohol-induced causes,A,66,626011,10.5,8,0.00%
,Vermont,50,2012,2012,All other non-drug and non-alcohol causes,O,5344,626011,853.7,679.7,0.00%
Total,Vermont,50,2012,2012,,,5491,626011,877.1,700.1,0.00%
,Vermont,50,2013,2013,Drug-induced causes,D,99,626630,15.8,15.9,0.00%
,Vermont,50,2013,2013,Alcohol-induced causes,A,100,626630,16,12.7,0.00%
,Vermont,50,2013,2013,All other non-drug and non-alcohol causes,O,5440,626630,868.1,682,0.00%
Total,Vermont,50,2013,2013,,,5639,626630,899.9,710.6,0.00%
,Vermont,50,2014,2014,Drug-induced causes,D,90,626562,14.4,15,0.00%
,Vermont,50,2014,2014,Alcohol-induced causes,A,93,626562,14.8,10.9,0.00%
,Vermont,50,2014,2014,All other non-drug and non-alcohol causes,O,5440,626562,868.2,669,0.00%
Total,Vermont,50,2014,2014,,,5623,626562,897.4,694.8,0.00%
,Vermont,50,2015,2015,Drug-induced causes,D,111,626042,17.7,18.5,0.00%
,Vermont,50,2015,2015,Alcohol-induced causes,A,96,626042,15.3,11.9,0.00%
,Vermont,50,2015,2015,All other non-drug and non-alcohol causes,O,5712,626042,912.4,684.3,0.00%
Total,Vermont,50,2015,2015,,,5919,626042,945.5,714.7,0.00%
,Vermont,50,2016,2016,Drug-induced causes,D,131,624594,21,23.3,0.00%
,Vermont,50,2016,2016,Alcohol-induced causes,A,98,624594,15.7,12.5,0.00%
,Vermont,50,2016,2016,All other non-drug and non-alcohol causes,O,5680,624594,909.4,677,0.00%
Total,Vermont,50,2016,2016,,,5909,624594,946.1,712.8,0.00%
,Vermont,50,2017,2017,Drug-induced causes,D,145,623657,23.2,25,0.00%
,Vermont,50,2017,2017,Alcohol-induced causes,A,94,623657,15.1,11.8,0.00%
,Vermont,50,2017,2017,All other non-drug and non-alcohol causes,O,5768,623657,924.9,678,0.00%
Total,Vermont,50,2017,2017,,,6007,623657,963.2,714.9,0.00%
Total,Vermont,50,,,,,101450,11801177,859.7,735.6,0.20%
,Virginia,51,1999,1999,Drug-induced causes,D,391,7000174,5.6,5.4,0.00%
,Virginia,51,1999,1999,Alcohol-induced causes,A,333,7000174,4.8,4.8,0.00%
,Virginia,51,1999,1999,All other non-drug and non-alcohol causes,O,54596,7000174,779.9,879.4,0.10%
Total,Virginia,51,1999,1999,,,55320,7000174,790.3,889.6,0.10%
,Virginia,51,2000,2000,Drug-induced causes,D,441,7078515,6.2,6.1,0.00%
,Virginia,51,2000,2000,Alcohol-induced causes,A,358,7078515,5.1,5,0.00%
,Virginia,51,2000,2000,All other non-drug and non-alcohol causes,O,55483,7078515,783.8,879.3,0.10%
Total,Virginia,51,2000,2000,,,56282,7078515,795.1,890.4,0.10%
,Virginia,51,2001,2001,Drug-induced causes,D,503,7198362,7,6.8,0.00%
,Virginia,51,2001,2001,Alcohol-induced causes,A,350,7198362,4.9,4.8,0.00%
,Virginia,51,2001,2001,All other non-drug and non-alcohol causes,O,55427,7198362,770,858.3,0.10%
Total,Virginia,51,2001,2001,,,56280,7198362,781.8,869.9,0.10%
,Virginia,51,2002,2002,Drug-induced causes,D,527,7286873,7.2,7,0.00%
,Virginia,51,2002,2002,Alcohol-induced causes,A,330,7286873,4.5,4.4,0.00%
,Virginia,51,2002,2002,All other non-drug and non-alcohol causes,O,56339,7286873,773.2,854.4,0.10%
Total,Virginia,51,2002,2002,,,57196,7286873,784.9,865.9,0.10%
,Virginia,51,2003,2003,Drug-induced causes,D,580,7366977,7.9,7.7,0.00%
,Virginia,51,2003,2003,Alcohol-induced causes,A,391,7366977,5.3,5.1,0.00%
,Virginia,51,2003,2003,All other non-drug and non-alcohol causes,O,57311,7366977,777.9,850.6,0.10%
Total,Virginia,51,2003,2003,,,58282,7366977,791.1,863.3,0.10%
,Virginia,51,2004,2004,Drug-induced causes,D,595,7475575,8,7.8,0.00%
,Virginia,51,2004,2004,Alcohol-induced causes,A,332,7475575,4.4,4.2,0.00%
,Virginia,51,2004,2004,All other non-drug and non-alcohol causes,O,55623,7475575,744.1,808.5,0.10%
Total,Virginia,51,2004,2004,,,56550,7475575,756.5,820.5,0.10%
,Virginia,51,2005,2005,Drug-induced causes,D,617,7577105,8.1,8,0.00%
,Virginia,51,2005,2005,Alcohol-induced causes,A,350,7577105,4.6,4.4,0.00%
,Virginia,51,2005,2005,All other non-drug and non-alcohol causes,O,56888,7577105,750.8,805,0.10%
Total,Virginia,51,2005,2005,,,57855,7577105,763.6,817.4,0.10%
,Virginia,51,2006,2006,Drug-induced causes,D,670,7673725,8.7,8.6,0.00%
,Virginia,51,2006,2006,Alcohol-induced causes,A,348,7673725,4.5,4.3,0.00%
,Virginia,51,2006,2006,All other non-drug and non-alcohol causes,O,56672,7673725,738.5,782.1,0.10%
Total,Virginia,51,2006,2006,,,57690,7673725,751.8,795,0.10%
,Virginia,51,2007,2007,Drug-induced causes,D,713,7751000,9.2,9.1,0.00%
,Virginia,51,2007,2007,Alcohol-induced causes,A,445,7751000,5.7,5.3,0.00%
,Virginia,51,2007,2007,All other non-drug and non-alcohol causes,O,57067,7751000,736.3,769.7,0.10%
Total,Virginia,51,2007,2007,,,58225,7751000,751.2,784,0.10%
,Virginia,51,2008,2008,Drug-induced causes,D,730,7833496,9.3,9.2,0.00%
,Virginia,51,2008,2008,Alcohol-induced causes,A,460,7833496,5.9,5.4,0.00%
,Virginia,51,2008,2008,All other non-drug and non-alcohol causes,O,57910,7833496,739.3,762.2,0.10%
Total,Virginia,51,2008,2008,,,59100,7833496,754.5,776.7,0.10%
,Virginia,51,2009,2009,Drug-induced causes,D,700,7925937,8.8,8.7,0.00%
,Virginia,51,2009,2009,Alcohol-induced causes,A,418,7925937,5.3,4.8,0.00%
,Virginia,51,2009,2009,All other non-drug and non-alcohol causes,O,57535,7925937,725.9,737.3,0.10%
Total,Virginia,51,2009,2009,,,58653,7925937,740,750.8,0.10%
,Virginia,51,2010,2010,Drug-induced causes,D,571,8001024,7.1,7,0.00%
,Virginia,51,2010,2010,Alcohol-induced causes,A,414,8001024,5.2,4.7,0.00%
,Virginia,51,2010,2010,All other non-drug and non-alcohol causes,O,58047,8001024,725.5,729.9,0.10%
Total,Virginia,51,2010,2010,,,59032,8001024,737.8,741.6,0.10%
,Virginia,51,2011,2011,Drug-induced causes,D,817,8096604,10.1,10,0.00%
,Virginia,51,2011,2011,Alcohol-induced causes,A,495,8096604,6.1,5.5,0.00%
,Virginia,51,2011,2011,All other non-drug and non-alcohol causes,O,59492,8096604,734.8,726.2,0.10%
Total,Virginia,51,2011,2011,,,60804,8096604,751,741.6,0.10%
,Virginia,51,2012,2012,Drug-induced causes,D,755,8185867,9.2,9.2,0.00%
,Virginia,51,2012,2012,Alcohol-induced causes,A,531,8185867,6.5,5.7,0.00%
,Virginia,51,2012,2012,All other non-drug and non-alcohol causes,O,60278,8185867,736.4,715.3,0.10%
Total,Virginia,51,2012,2012,,,61564,8185867,752.1,730.2,0.10%
,Virginia,51,2013,2013,Drug-induced causes,D,890,8260405,10.8,10.6,0.00%
,Virginia,51,2013,2013,Alcohol-induced causes,A,496,8260405,6,5.2,0.00%
,Virginia,51,2013,2013,All other non-drug and non-alcohol causes,O,61330,8260405,742.5,709,0.10%
Total,Virginia,51,2013,2013,,,62716,8260405,759.2,724.8,0.10%
,Virginia,51,2014,2014,Drug-induced causes,D,1002,8326289,12,12,0.00%
,Virginia,51,2014,2014,Alcohol-induced causes,A,550,8326289,6.6,5.8,0.00%
,Virginia,51,2014,2014,All other non-drug and non-alcohol causes,O,62046,8326289,745.2,699.8,0.10%
Total,Virginia,51,2014,2014,,,63598,8326289,763.8,717.5,0.10%
,Virginia,51,2015,2015,Drug-induced causes,D,1070,8382993,12.8,12.7,0.00%
,Virginia,51,2015,2015,Alcohol-induced causes,A,655,8382993,7.8,6.9,0.00%
,Virginia,51,2015,2015,All other non-drug and non-alcohol causes,O,63852,8382993,761.7,702.1,0.10%
Total,Virginia,51,2015,2015,,,65577,8382993,782.3,721.6,0.10%
,Virginia,51,2016,2016,Drug-induced causes,D,1444,8411808,17.2,17.2,0.00%
,Virginia,51,2016,2016,Alcohol-induced causes,A,673,8411808,8,7,0.00%
,Virginia,51,2016,2016,All other non-drug and non-alcohol causes,O,64356,8411808,765.1,691.3,0.10%
Total,Virginia,51,2016,2016,,,66473,8411808,790.2,715.5,0.10%
,Virginia,51,2017,2017,Drug-induced causes,D,1558,8470020,18.4,18.4,0.00%
,Virginia,51,2017,2017,Alcohol-induced causes,A,696,8470020,8.2,7.1,0.00%
,Virginia,51,2017,2017,All other non-drug and non-alcohol causes,O,66325,8470020,783.1,693.9,0.10%
Total,Virginia,51,2017,2017,,,68579,8470020,809.7,719.4,0.10%
Total,Virginia,51,,,,,1139776,148302749,768.5,778.3,2.40%
,Washington,53,1999,1999,Drug-induced causes,D,596,5842564,10.2,10,0.00%
,Washington,53,1999,1999,Alcohol-induced causes,A,566,5842564,9.7,10,0.00%
,Washington,53,1999,1999,All other non-drug and non-alcohol causes,O,42703,5842564,730.9,795.1,0.10%
Total,Washington,53,1999,1999,,,43865,5842564,750.8,815.1,0.10%
,Washington,53,2000,2000,Drug-induced causes,D,599,5894121,10.2,9.9,0.00%
,Washington,53,2000,2000,Alcohol-induced causes,A,524,5894121,8.9,9.1,0.00%
,Washington,53,2000,2000,All other non-drug and non-alcohol causes,O,42818,5894121,726.5,785.5,0.10%
Total,Washington,53,2000,2000,,,43941,5894121,745.5,804.6,0.10%
,Washington,53,2001,2001,Drug-induced causes,D,547,5985722,9.1,8.9,0.00%
,Washington,53,2001,2001,Alcohol-induced causes,A,611,5985722,10.2,10.3,0.00%
,Washington,53,2001,2001,All other non-drug and non-alcohol causes,O,43484,5985722,726.5,780.1,0.10%
Total,Washington,53,2001,2001,,,44642,5985722,745.8,799.4,0.10%
,Washington,53,2002,2002,Drug-induced causes,D,694,6052349,11.5,11.2,0.00%
,Washington,53,2002,2002,Alcohol-induced causes,A,574,6052349,9.5,9.5,0.00%
,Washington,53,2002,2002,All other non-drug and non-alcohol causes,O,44070,6052349,728.1,774.2,0.10%
Total,Washington,53,2002,2002,,,45338,6052349,749.1,795,0.10%
,Washington,53,2003,2003,Drug-induced causes,D,752,6104115,12.3,12,0.00%
,Washington,53,2003,2003,Alcohol-induced causes,A,629,6104115,10.3,10.1,0.00%
,Washington,53,2003,2003,All other non-drug and non-alcohol causes,O,44539,6104115,729.7,767.1,0.10%
Total,Washington,53,2003,2003,,,45920,6104115,752.3,789.2,0.10%
,Washington,53,2004,2004,Drug-induced causes,D,888,6178645,14.4,14,0.00%
,Washington,53,2004,2004,Alcohol-induced causes,A,633,6178645,10.2,9.9,0.00%
,Washington,53,2004,2004,All other non-drug and non-alcohol causes,O,43249,6178645,700,728.1,0.10%
Total,Washington,53,2004,2004,,,44770,6178645,724.6,751.9,0.10%
,Washington,53,2005,2005,Drug-induced causes,D,931,6257305,14.9,14.3,0.00%
,Washington,53,2005,2005,Alcohol-induced causes,A,616,6257305,9.8,9.4,0.00%
,Washington,53,2005,2005,All other non-drug and non-alcohol causes,O,44656,6257305,713.7,733.8,0.10%
Total,Washington,53,2005,2005,,,46203,6257305,738.4,757.6,0.10%
,Washington,53,2006,2006,Drug-induced causes,D,970,6370753,15.2,14.7,0.00%
,Washington,53,2006,2006,Alcohol-induced causes,A,663,6370753,10.4,9.8,0.00%
,Washington,53,2006,2006,All other non-drug and non-alcohol causes,O,44487,6370753,698.3,706.7,0.10%
Total,Washington,53,2006,2006,,,46120,6370753,723.9,731.2,0.10%
,Washington,53,2007,2007,Drug-induced causes,D,1003,6461587,15.5,15,0.00%
,Washington,53,2007,2007,Alcohol-induced causes,A,718,6461587,11.1,10.4,0.00%
,Washington,53,2007,2007,All other non-drug and non-alcohol causes,O,45602,6461587,705.7,706.5,0.10%
Total,Washington,53,2007,2007,,,47323,6461587,732.4,731.9,0.10%
,Washington,53,2008,2008,Drug-induced causes,D,1058,6562231,16.1,15.5,0.00%
,Washington,53,2008,2008,Alcohol-induced causes,A,780,6562231,11.9,11,0.00%
,Washington,53,2008,2008,All other non-drug and non-alcohol causes,O,46789,6562231,713,707.8,0.10%
Total,Washington,53,2008,2008,,,48627,6562231,741,734.3,0.10%
,Washington,53,2009,2009,Drug-induced causes,D,1031,6667426,15.5,14.9,0.00%
,Washington,53,2009,2009,Alcohol-induced causes,A,815,6667426,12.2,11.1,0.00%
,Washington,53,2009,2009,All other non-drug and non-alcohol causes,O,46424,6667426,696.3,682.3,0.10%
Total,Washington,53,2009,2009,,,48270,6667426,724,708.4,0.10%
,Washington,53,2010,2010,Drug-induced causes,D,962,6724540,14.3,13.8,0.00%
,Washington,53,2010,2010,Alcohol-induced causes,A,850,6724540,12.6,11.4,0.00%
,Washington,53,2010,2010,All other non-drug and non-alcohol causes,O,46334,6724540,689,667.2,0.10%
Total,Washington,53,2010,2010,,,48146,6724540,716,692.3,0.10%
,Washington,53,2011,2011,Drug-induced causes,D,1050,6830038,15.4,14.8,0.00%
,Washington,53,2011,2011,Alcohol-induced causes,A,870,6830038,12.7,11.3,0.00%
,Washington,53,2011,2011,All other non-drug and non-alcohol causes,O,47771,6830038,699.4,664.2,0.10%
Total,Washington,53,2011,2011,,,49691,6830038,727.5,690.4,0.10%
,Washington,53,2012,2012,Drug-induced causes,D,1033,6897012,15,14.3,0.00%
,Washington,53,2012,2012,Alcohol-induced causes,A,960,6897012,13.9,12.3,0.00%
,Washington,53,2012,2012,All other non-drug and non-alcohol causes,O,48112,6897012,697.6,654.9,0.10%
Total,Washington,53,2012,2012,,,50105,6897012,726.5,681.5,0.10%
,Washington,53,2013,2013,Drug-induced causes,D,1042,6971406,14.9,14.5,0.00%
,Washington,53,2013,2013,Alcohol-induced causes,A,1042,6971406,14.9,13.3,0.00%
,Washington,53,2013,2013,All other non-drug and non-alcohol causes,O,49180,6971406,705.5,651.6,0.10%
